Ensembl	Gene	DNARegion
ENSG00000042753	AP2S1	19:47341393-47354249
ENSG00000042781	USH2A	1:215796236-216596738
ENSG00000042813	ZPBP	7:49890017-50160925
ENSG00000042832	TG	8:133879203-134147147
ENSG00000042980	ADAM28	8:24151553-24216531
ENSG00000043039	BARX2	11:129245835-129322171
ENSG00000043093	DCUN1D1	3:182655862-182703741
ENSG00000043143	JADE2	5:133860003-133918918
ENSG00000043355	ZIC2	13:100634026-100639018
ENSG00000043462	LCP2	5:169673241-169725231
ENSG00000043514	TRIT1	1:40306723-40349183
ENSG00000043591	ADRB1	10:115803806-115806667
ENSG00000044012	GUCA2B	1:42619092-42621495
ENSG00000044090	CUL7	6:43005355-43021683
ENSG00000044115	CTNNA1	5:137946656-138270723
ENSG00000044446	PHKA2	X:18910418-19002716
ENSG00000044459	CNTLN	9:17134980-17503921
ENSG00000044574	HSPA5	9:127997132-128003609
ENSG00000046604	DSG2	18:29078006-29128971
ENSG00000046647	GEMIN8	X:14026398-14048012
ENSG00000046651	OFD1	X:13752832-13787480
ENSG00000046653	GPM6B	X:13789150-13956757
ENSG00000046889	PREX2	8:68864353-69149265
ENSG00000047056	WDR37	10:1095478-1178237
ENSG00000047188	YTHDC2	5:112849380-112930982
ENSG00000047230	CTPS2	X:16606126-16731059
ENSG00000047249	ATP6V1H	8:54628117-54756118
ENSG00000047315	POLR2B	4:57843888-57897334
ENSG00000047346	FAM214A	15:52873514-53002014
ENSG00000047365	ARAP2	4:35949843-36246131
ENSG00000047410	TPR	1:186280784-186344825
ENSG00000047457	CP	3:148880197-148939842
ENSG00000047578	KIAA0556	16:27561454-27791690
ENSG00000047579	DTNBP1	6:15523032-15663289
ENSG00000047617	ANO2	12:5641035-6055398
ENSG00000047621	C12orf4	12:4596894-4647674
ENSG00000047634	SCML1	X:17755588-17773105
ENSG00000047644	WWC3	X:9983602-10112518
ENSG00000047648	ARHGAP6	X:11136239-11683821
ENSG00000047662	FAM184B	4:17630929-17783135
ENSG00000047849	MAP4	3:47892182-48130769
ENSG00000047932	GOPC	6:117639374-117923691
ENSG00000047936	ROS1	6:117609463-117747018
ENSG00000048028	USP28	11:113668596-113746292
ENSG00000048052	HDAC9	7:18126572-19042039
ENSG00000048140	TSPAN17	5:176074388-176086058
ENSG00000048162	NOP16	5:175810949-175815976
ENSG00000048342	CC2D2A	4:15471489-15603180
ENSG00000048392	RRM2B	8:103216730-103251346
ENSG00000048405	ZNF800	7:126986844-127071978
ENSG00000048462	TNFRSF17	16:12058964-12061925
ENSG00000048471	SNX29	16:12070594-12668146
ENSG00000048540	LMO3	12:16701307-16763528
ENSG00000048544	MRPS10	6:42174539-42185603
ENSG00000048545	GUCA1A	6:42123144-42147794
ENSG00000048649	RSF1	11:77371041-77532063
ENSG00000048707	VPS13D	1:12290124-12572099
ENSG00000048740	CELF2	10:11047259-11378674
ENSG00000048828	FAM120A	9:96214004-96328397
ENSG00000048991	R3HDM1	2:136289025-136482840
ENSG00000049089	COL9A2	1:40766159-40783488
ENSG00000049130	KITLG	12:88886570-88974628
ENSG00000049167	ERCC8	5:60169658-60240900
ENSG00000049192	ADAMTS6	5:64444563-64777747
ENSG00000049239	H6PD	1:9294834-9331396
ENSG00000049245	VAMP3	1:7831329-7841492
ENSG00000049246	PER3	1:7844380-7905237
ENSG00000049283	EPN3	17:48609904-48621111
ENSG00000049319	SRD5A2	2:31747550-31806136
ENSG00000049323	LTBP1	2:33172039-33624576
ENSG00000049449	RCN1	11:31833939-32127301
ENSG00000049540	ELN	7:73442119-73484237
ENSG00000049541	RFC2	7:73645829-73668774
ENSG00000049618	ARID1B	6:157099063-157531913
ENSG00000049656	CLPTM1L	5:1317859-1345214
ENSG00000049759	NEDD4L	18:55711599-56068772
ENSG00000049768	FOXP3	X:49106897-49121288
ENSG00000049769	PPP1R3F	X:49126306-49157929
ENSG00000049860	HEXB	5:73935848-74018472
ENSG00000049883	PTCD2	5:71616194-71656052
ENSG00000050130	JKAMP	14:59951161-59972128
ENSG00000050165	DKK3	11:11984653-12031316
ENSG00000050327	ARHGEF5	7:144052381-144077725
ENSG00000050344	NFE2L3	7:26191860-26226745
ENSG00000050393	MCUR1	6:13786789-13814800
ENSG00000050405	LIMA1	12:50569571-50677329
ENSG00000050426	LETMD1	12:51441745-51454207
ENSG00000050438	SLC4A8	12:51785101-51902980
ENSG00000050555	LAMC3	9:133884469-133969860
ENSG00000050628	PTGER3	1:71318036-71513491
ENSG00000050748	MAPK9	5:179660143-179719099
ENSG00000050767	COL23A1	5:177664619-178017556
ENSG00000050820	BCAR1	16:75262928-75301951
ENSG00000051009	FAM160A2	11:6232565-6255941
ENSG00000051108	HERPUD1	16:56965960-56977798
ENSG00000051128	HOMER3	19:19040010-19052070
ENSG00000051180	RAD51	15:40986972-41024354
ENSG00000051341	POLQ	3:121150278-121264853
ENSG00000051382	PIK3CB	3:138372860-138553780
ENSG00000051523	CYBA	16:88709691-88717560
ENSG00000051596	THOC3	5:175344876-175461683
ENSG00000051620	HEBP2	6:138724668-138743334
ENSG00000051825	MPHOSPH9	12:123636867-123728561
ENSG00000052126	PLEKHA5	12:19282648-19529334
ENSG00000052344	PRSS8	16:31142756-31147083
ENSG00000052723	SIKE1	1:115312100-115323306
ENSG00000052749	RRP12	10:99116115-99161127
ENSG00000052795	FNIP2	4:159690290-159829201
ENSG00000052802	MSMO1	4:166248775-166264312
ENSG00000052841	TTC17	11:43380482-43516483
ENSG00000052850	ALX4	11:44281994-44331716
ENSG00000053108	FSTL4	5:132532147-132948255
ENSG00000053254	FOXN3	14:89591215-90085493
ENSG00000053328	METTL24	6:110567131-110679475
ENSG00000053371	AKR7A2	1:19630459-19638640
ENSG00000053372	MRTO4	1:19578033-19586622
ENSG00000053438	NNAT	20:36149617-36152092
ENSG00000053501	USE1	19:17326155-17330638
ENSG00000053524	MCF2L2	3:182895831-183146566
ENSG00000053702	NRIP2	12:2934514-2944710
ENSG00000053747	LAMA3	18:21269407-21535030
ENSG00000053770	AP5M1	14:57735627-57756797
ENSG00000053900	ANAPC4	4:25378835-25420120
ENSG00000053918	KCNQ1	11:2465914-2870339
ENSG00000054116	TRAPPC3	1:36602173-36615098
ENSG00000054118	THRAP3	1:36690017-36770958
ENSG00000054148	PHPT1	9:139743176-139745488
ENSG00000054179	ENTPD2	9:139942550-139948497
ENSG00000054219	LY75	2:160628362-160761260
ENSG00000054267	ARID4B	1:235294949-235491534
ENSG00000054277	OPN3	1:241753404-241840678
ENSG00000054282	SDCCAG8	1:243419320-243663394
ENSG00000054356	PTPRN	2:220154345-220174370
ENSG00000054392	HHAT	1:210501596-210849638
ENSG00000054523	KIF1B	1:10270863-10441661
ENSG00000054598	FOXC1	6:1610681-1614127
ENSG00000054611	TBC1D22A	22:47158518-47571336
ENSG00000054654	SYNE2	14:64319683-64693165
ENSG00000054690	PLEKHH1	14:68000018-68056329
ENSG00000054793	ATP9A	20:50213053-50385173
ENSG00000054796	SPO11	20:55904815-55919050
ENSG00000054803	CBLN4	20:54572496-54580528
ENSG00000054938	CHRDL2	11:74407474-74442430
ENSG00000054965	FAM168A	11:73111532-73309234
ENSG00000054967	RELT	11:73087309-73108519
ENSG00000054983	GALC	14:88304164-88460009
ENSG00000055044	NOP58	2:203130439-203168389
ENSG00000055070	SZRD1	1:16679070-16724640
ENSG00000055118	KCNH2	7:150642049-150675403
ENSG00000055130	CUL1	7:148395006-148498128
ENSG00000055147	FAM114A2	5:153369688-153418496
ENSG00000055163	CYFIP2	5:156693089-156822606
ENSG00000055208	TAB2	6:149539777-149732749
ENSG00000055211	GINM1	6:149887430-149912884
ENSG00000055332	EIF2AK2	2:37326353-37384208
ENSG00000055483	USP36	17:76783463-76837523
ENSG00000055609	KMT2C	7:151832010-152133090
ENSG00000055732	MCOLN3	1:85483765-85514182
ENSG00000055813	CCDC85A	2:56411258-56613308
ENSG00000055917	PUM2	2:20448452-20551995
ENSG00000055950	MRPL43	10:102729215-102747272
ENSG00000055955	ITIH4	3:52846991-52865495
ENSG00000055957	ITIH1	3:52811603-52826078
ENSG00000056050	C4orf27	4:170650616-170679104
ENSG00000056097	ZFR	5:32354456-32444867
ENSG00000056277	ZNF280C	X:129336685-129402873
ENSG00000056291	NPFFR2	4:72897521-73013784
ENSG00000056487	PHF21B	22:45277042-45405880
ENSG00000056558	TRAF1	9:123664671-123691451
ENSG00000056586	RC3H2	9:125606835-125667620
ENSG00000056661	PCGF2	17:36890150-36906070
ENSG00000056736	IL17RB	3:53880607-53899827
ENSG00000056972	TRAF3IP2	6:111877657-111927481
ENSG00000056998	GYG2	X:2746829-2800859
ENSG00000057019	DCBLD2	3:98514785-98620533
ENSG00000057252	SOAT1	1:179262925-179327815
ENSG00000057294	PKP2	12:32943679-33049774
ENSG00000057468	MSH4	1:76262567-76378923
ENSG00000057593	F7	13:113760105-113774995
ENSG00000057608	GDI2	10:5807186-5884095
ENSG00000057657	PRDM1	6:106534195-106557814
ENSG00000057663	ATG5	6:106632351-106773666
ENSG00000057704	TMCC3	12:94960900-95044338
ENSG00000057757	PITHD1	1:24104895-24114722
ENSG00000057935	MTA3	2:42721709-42984087
ENSG00000058056	USP13	3:179370543-179507189
ENSG00000058063	ATP11B	3:182511288-182639423
ENSG00000058085	LAMC2	1:183155373-183214035
ENSG00000058091	CDK14	7:90095738-90839905
ENSG00000058262	SEC61A1	3:127770484-127790526
ENSG00000058272	PPP1R12A	12:80167343-80329240
ENSG00000058335	RASGRF1	15:79252289-79383115
ENSG00000058404	CAMK2B	7:44256749-44374176
ENSG00000058453	CROCC	1:17066768-17299474
ENSG00000058600	POLR3E	16:22308730-22346424
ENSG00000058668	ATP2B4	1:203595689-203713209
ENSG00000058673	ZC3H11A	1:203764782-203823252
ENSG00000058729	RIOK2	5:96496571-96518964
ENSG00000058799	YIPF1	1:54317392-54356407
ENSG00000058804	NDC1	1:54231133-54304533
ENSG00000058866	DGKG	3:185823457-186080026
ENSG00000059122	FLYWCH1	16:2961938-3001209
ENSG00000059145	UNKL	16:1413206-1464752
ENSG00000059377	TBXAS1	7:139476850-139720125
ENSG00000059378	PARP12	7:139723544-139763521
ENSG00000059573	ALDH18A1	10:97365696-97416463
ENSG00000059588	TARBP1	1:234527059-234614849
ENSG00000059691	PET112	4:152591656-152682175
ENSG00000059728	MXD1	2:70124820-70170077
ENSG00000059758	CDK17	12:96672039-96794338
ENSG00000059769	DNAJC25	9:114393632-114432508
ENSG00000059804	SLC2A3	12:8071826-8088871
ENSG00000059915	PSD	10:104162376-104181296
ENSG00000060069	CTDP1	18:77439801-77514510
ENSG00000060138	YBX3	12:10851683-10875911
ENSG00000060140	STYK1	12:10771538-10826917
ENSG00000060237	WNK1	12:861759-1020618
ENSG00000060303	RPS17P5	6:50824968-50825375
ENSG00000060339	CCAR1	10:70480769-70552134
ENSG00000060491	OGFR	20:61436187-61445352
ENSG00000060558	GNA15	19:3136191-3163767
ENSG00000060566	CREB3L3	19:4153598-4173051
ENSG00000060642	PIGV	1:27113963-27124889
ENSG00000060656	PTPRU	1:29563028-29653325
ENSG00000060688	SNRNP40	1:31732417-31769662
ENSG00000060709	RIMBP2	12:130880682-131200826
ENSG00000060718	COL11A1	1:103342023-103574052
ENSG00000060749	QSER1	11:32914724-33014862
ENSG00000060762	MPC1	6:166778407-166796486
ENSG00000060971	ACAA1	3:38144620-38178733
ENSG00000060982	BCAT1	12:24964295-25102393
ENSG00000061273	HDAC7	12:48176505-48226915
ENSG00000061337	LZTS1	8:20103676-20161474
ENSG00000061455	PRDM6	5:122424816-122529960
ENSG00000061492	WNT8A	5:137419581-137428054
ENSG00000061656	SPAG4	20:34203814-34208971
ENSG00000061676	NCKAP1	2:183773843-183903586
ENSG00000061794	MRPS35	12:27863706-27909228
ENSG00000061918	GUCY1B3	4:156680144-156728743
ENSG00000061936	SFSWAP	12:132195626-132284282
ENSG00000061938	TNK2	3:195590235-195638816
ENSG00000061987	MON2	12:62860597-62991363
ENSG00000062038	CDH3	16:68670092-68756519
ENSG00000062194	GPBP1	5:56469775-56560506
ENSG00000062282	DGAT2	11:75470557-75512579
ENSG00000062485	CS	12:56665483-56694176
ENSG00000062524	LTK	15:41795836-41806085
ENSG00000062582	MRPS24	7:43906157-43909492
ENSG00000062598	ELMO2	20:44994688-45061704
ENSG00000062650	WAPAL	10:88195013-88281572
ENSG00000062716	VMP1	17:57784553-57919616
ENSG00000062725	APPBP2	17:58520520-58603580
ENSG00000062822	POLD1	19:50887461-50921273
ENSG00000063015	SEZ6	17:27281919-27333458
ENSG00000063046	EIF4B	12:53399942-53435993
ENSG00000063127	SLC6A16	19:49792895-49828482
ENSG00000063169	GLTSCR1	19:48111453-48206533
ENSG00000063176	SPHK2	19:49122548-49133974
ENSG00000063177	RPL18	19:49118585-49122793
ENSG00000063180	CA11	19:49141199-49149569
ENSG00000063241	ISOC2	19:55964352-55973710
ENSG00000063244	U2AF2	19:56165512-56186081
ENSG00000063245	EPN1	19:56186592-56221224
ENSG00000063322	MED29	19:39881943-39891277
ENSG00000063438	AHRR	5:304291-438406
ENSG00000063515	GSC2	22:19136089-19137796
ENSG00000063587	ZNF275	X:152599613-152625568
ENSG00000063601	MTMR1	X:149861435-149933576
ENSG00000063660	GPC1	2:241375088-241407493
ENSG00000063761	ADCK1	14:78266426-78401355
ENSG00000063854	HAGH	16:1845621-1877195
ENSG00000063978	RNF4	4:2463947-2627047
ENSG00000064012	CASP8	2:202098166-202152434
ENSG00000064042	LIMCH1	4:41361624-41702061
ENSG00000064102	ASUN	12:27058114-27091259
ENSG00000064115	TM7SF3	12:27126128-27167367
ENSG00000064199	SPA17	11:124543694-124567414
ENSG00000064201	TSPAN32	11:2323227-2339430
ENSG00000064205	WISP2	20:43343485-43357150
ENSG00000064225	ST3GAL6	3:98451080-98540045
ENSG00000064270	ATP2C2	16:84402133-84497793
ENSG00000064300	NGFR	17:47572655-47592379
ENSG00000064309	CDON	11:125825691-125933230
ENSG00000064313	TAF2	8:120743015-120845103
ENSG00000064393	HIPK2	7:139246316-139477577
ENSG00000064419	TNPO3	7:128594948-128695198
ENSG00000064489	MEF2BNB-MEF2B	19:19256376-19302967
ENSG00000064490	RFXANK	19:19303008-19312678
ENSG00000064545	TMEM161A	19:19229978-19249322
ENSG00000064547	LPAR2	19:19734477-19739739
ENSG00000064601	CTSA	20:44518783-44527459
ENSG00000064607	SUGP2	19:19101697-19144832
ENSG00000064651	SLC12A2	5:127419458-127525380
ENSG00000064652	SNX24	5:122179134-122365049
ENSG00000064655	EYA2	20:45523263-45817492
ENSG00000064666	CNN2	19:1026298-1039068
ENSG00000064687	ABCA7	19:1040102-1065571
ENSG00000064692	SNCAIP	5:121647049-121799914
ENSG00000064703	DDX20	1:112297867-112310638
ENSG00000064726	BTBD1	15:83685174-83736106
ENSG00000064763	FAR2	12:29302036-29493913
ENSG00000064787	BCAS1	20:52553316-52687304
ENSG00000064886	CHI3L2	1:111743393-111786062
ENSG00000064932	SBNO2	19:1107636-1174282
ENSG00000064933	PMS1	2:190649107-190742355
ENSG00000064961	HMG20B	19:3572775-3579086
ENSG00000064989	CALCRL	2:188207856-188313187
ENSG00000064995	TAF11	6:34845555-34855866
ENSG00000064999	ANKS1A	6:34857042-35059179
ENSG00000065000	AP3D1	19:2100988-2164464
ENSG00000065029	ZNF76	6:35226686-35263762
ENSG00000065054	SLC9A3R2	16:2075357-2089027
ENSG00000065057	NTHL1	16:2089816-2097867
ENSG00000065060	UHRF1BP1	6:34759857-34850915
ENSG00000065135	GNAI3	1:110091233-110136975
ENSG00000065150	IPO5	13:98605912-98676551
ENSG00000065154	OAT	10:126085872-126107545
ENSG00000065183	WDR3	1:118472343-118509165
ENSG00000065243	PKN2	1:89149905-89301938
ENSG00000065268	WDR18	19:983174-994569
ENSG00000065308	TRAM2	6:52362200-52441713
ENSG00000065320	NTN1	17:8924859-9147317
ENSG00000065325	GLP2R	17:9725523-9795419
ENSG00000065328	MCM10	10:13203554-13253104
ENSG00000065357	DGKA	12:56321103-56347811
ENSG00000065361	ERBB3	12:56473641-56497289
ENSG00000065413	ANKRD44	2:197831741-198175897
ENSG00000065427	KARS	16:75661622-75682541
ENSG00000065457	ADAT1	16:75630879-75657198
ENSG00000065485	PDIA5	3:122785909-122944074
ENSG00000065491	TBC1D22B	6:37225548-37300746
ENSG00000065518	NDUFB4	3:120315156-120321347
ENSG00000065526	SPEN	1:16174359-16266955
ENSG00000065534	MYLK	3:123328896-123603178
ENSG00000065548	ZC3H15	2:187350883-187374090
ENSG00000065559	MAP2K4	17:11924141-12047147
ENSG00000065600	TMEM206	1:212537273-212588243
ENSG00000065609	SNAP91	6:84262599-84419410
ENSG00000065613	SLK	10:105726959-105788991
ENSG00000065615	CYB5R4	6:84569362-84677143
ENSG00000065618	COL17A1	10:105791044-105845760
ENSG00000065621	GSTO2	10:106028631-106064703
ENSG00000065665	SEC61A2	10:12171636-12211960
ENSG00000065675	PRKCQ	10:6469105-6622263
ENSG00000065717	TLE2	19:2997636-3047633
ENSG00000065802	ASB1	2:239335383-239360891
ENSG00000065809	FAM107B	10:14560556-14816896
ENSG00000065833	ME1	6:83920108-84140797
ENSG00000065882	TBC1D1	4:37892708-38140796
ENSG00000065883	CDK13	7:39989636-40136733
ENSG00000065911	MTHFD2	2:74425689-74444692
ENSG00000065923	SLC9A7	X:46464753-46618490
ENSG00000065970	FOXJ2	12:8185299-8208099
ENSG00000065978	YBX1	1:43148098-43168020
ENSG00000065989	PDE4A	19:10527449-10580305
ENSG00000066027	PPP2R5A	1:212458879-212535200
ENSG00000066044	ELAVL1	19:8023463-8070543
ENSG00000066056	TIE1	1:43766664-43788779
ENSG00000066084	DIP2B	12:50898768-51142450
ENSG00000066117	SMARCD1	12:50478755-50494495
ENSG00000066135	KDM4A	1:44115829-44171186
ENSG00000066136	NFYC	1:41157320-41237275
ENSG00000066185	ZMYND12	1:42896000-42921938
ENSG00000066230	SLC9A3	5:473425-524447
ENSG00000066248	NGEF	2:233743396-233877982
ENSG00000066279	ASPM	1:197053258-197115824
ENSG00000066294	CD84	1:160510885-160549306
ENSG00000066322	ELOVL1	1:43829068-43833696
ENSG00000066336	SPI1	11:47376411-47400127
ENSG00000066379	ZNRD1	6:30026676-30032686
ENSG00000066382	MPPED2	11:30406040-30608419
ENSG00000066422	ZBTB11	3:101367733-101396339
ENSG00000066427	ATXN3	14:92524896-92572965
ENSG00000066455	GOLGA5	14:93260576-93306308
ENSG00000066468	FGFR2	10:123237848-123357972
ENSG00000066557	LRRC40	1:70610488-70671303
ENSG00000066583	ISOC1	5:128430444-128449721
ENSG00000066629	EML1	14:100204030-100408397
ENSG00000066651	TRMT11	6:126307576-126360422
ENSG00000066654	THUMPD1	16:20744986-20753406
ENSG00000066697	MSANTD3	9:103189438-103213511
ENSG00000066735	KIF26A	14:104605060-104647231
ENSG00000066739	ATG2B	14:96747595-96830207
ENSG00000066777	ARFGEF1	8:68085747-68255912
ENSG00000066827	ZFAT	8:135490031-135725292
ENSG00000066855	MTFR1	8:66556969-66683496
ENSG00000066923	STAG3	7:99775186-99819111
ENSG00000066926	FECH	18:55215515-55254004
ENSG00000066933	MYO9A	15:72114632-72410918
ENSG00000067048	DDX3Y	Y:15016019-15032390
ENSG00000067057	PFKP	10:3108525-3179904
ENSG00000067064	IDI1	10:1085848-1095110
ENSG00000067066	SP100	2:231280657-231408805
ENSG00000067082	KLF6	10:3818188-3827473
ENSG00000067113	PPAP2A	5:54720682-54830878
ENSG00000067141	NEO1	15:73344051-73597547
ENSG00000067167	TRAM1	8:71485677-71520622
ENSG00000067177	PHKA1	X:71798664-71934167
ENSG00000067182	TNFRSF1A	12:6437923-6451280
ENSG00000067191	CACNB1	17:37329709-37353956
ENSG00000067208	EVI5	1:92974253-93257961
ENSG00000067221	STOML1	15:74275547-74286963
ENSG00000067225	PKM	15:72491370-72524164
ENSG00000067248	DHX29	5:54552073-54603550
ENSG00000067334	DNTTIP2	1:94333373-94345474
ENSG00000067365	METTL22	16:8715540-8740081
ENSG00000067369	TP53BP1	15:43699407-43802926
ENSG00000067445	TRO	X:54946895-54957864
ENSG00000067533	RRP15	1:218458629-218511325
ENSG00000067560	RHOA	3:49396578-49450431
ENSG00000067596	DHX8	17:41561233-41621831
ENSG00000067601	PMS2P4	7:66752528-66767894
ENSG00000067606	PRKCZ	1:1981909-2116834
ENSG00000067646	ZFY	Y:2803112-2850547
ENSG00000067704	IARS2	1:220267444-220321380
ENSG00000067715	SYT1	12:79257773-79845788
ENSG00000067798	NAV3	12:78224685-78606790
ENSG00000067829	IDH3G	X:153051221-153059978
ENSG00000067836	ROGDI	16:4846969-4852951
ENSG00000067840	PDZD4	X:153067621-153096020
ENSG00000067842	ATP2B3	X:152783134-152848397
ENSG00000067900	ROCK1	18:18526867-18691812
ENSG00000067955	CBFB	16:67063019-67134961
ENSG00000067992	PDK3	X:24483338-24557954
ENSG00000068001	HYAL2	3:50355221-50360337
ENSG00000068024	HDAC4	2:239969864-240323348
ENSG00000068028	RASSF1	3:50367219-50378411
ENSG00000068078	FGFR3	4:1795034-1810599
ENSG00000068079	IFI35	17:41158742-41166473
ENSG00000068097	HEATR6	17:58120555-58156292
ENSG00000068120	COASY	17:40713485-40718295
ENSG00000068137	PLEKHH3	17:40819932-40829048
ENSG00000068305	MEF2A	15:100017370-100256671
ENSG00000068308	OTUD5	X:48779305-48815648
ENSG00000068323	TFE3	X:48886242-48901012
ENSG00000068354	TBC1D25	X:48397845-48420997
ENSG00000068366	ACSL4	X:108867473-108976632
ENSG00000068383	INPP5A	10:134351324-134596979
ENSG00000068394	GPKOW	X:48970334-48980151
ENSG00000068400	GRIPAP1	X:48830134-48858675
ENSG00000068438	FTSJ1	X:48334541-48344752
ENSG00000068489	PRR11	17:57232860-57282066
ENSG00000068615	REEP1	2:86441116-86565206
ENSG00000068650	ATP11A	13:113344643-113541482
ENSG00000068654	POLR1A	2:86247339-86333278
ENSG00000068697	LAPTM4A	2:20232411-20251789
ENSG00000068724	TTC7A	2:47143296-47303276
ENSG00000068745	IP6K2	3:48725436-48777786
ENSG00000068784	SRBD1	2:45615819-45839304
ENSG00000068793	CYFIP1	15:22892005-23006016
ENSG00000068796	KIF2A	5:61601989-61833076
ENSG00000068831	RASGRP2	11:64494383-64512928
ENSG00000068878	PSME4	2:54091204-54197977
ENSG00000068885	IFT80	3:159974774-160117668
ENSG00000068903	SIRT2	19:39369197-39390502
ENSG00000068912	ERLEC1	2:54014181-54045956
ENSG00000068971	PPP2R5B	11:64685025-64701945
ENSG00000068976	PYGM	11:64513861-64527769
ENSG00000069011	PITX1	5:134363425-134370503
ENSG00000069018	TRPC7	5:135548999-135732730
ENSG00000069020	MAST4	5:65892176-66465423
ENSG00000069188	SDK2	17:71330523-71640228
ENSG00000069248	NUP133	1:229577045-229644103
ENSG00000069275	NUCKS1	1:205681947-205719404
ENSG00000069329	VPS35	16:46690054-46723430
ENSG00000069345	DNAJA2	16:46989299-47007699
ENSG00000069399	BCL3	19:45250962-45263301
ENSG00000069424	KCNAB2	1:6051526-6161253
ENSG00000069482	GAL	11:68451247-68458643
ENSG00000069493	CLEC2D	12:9817565-9848413
ENSG00000069509	FUNDC1	X:44382885-44402247
ENSG00000069667	RORA	15:60780483-61521518
ENSG00000069696	DRD4	11:637293-640706
ENSG00000069702	TGFBR3	1:92145902-92371892
ENSG00000069712	KIAA1107	1:92632542-92650280
ENSG00000069764	PLA2G10	16:14766405-14788526
ENSG00000069812	HES2	1:6472478-6484730
ENSG00000069849	ATP1B3	3:141594966-141645356
ENSG00000069869	NEDD4	15:56119120-56285944
ENSG00000069943	PIGB	15:55611158-55647846
ENSG00000069956	MAPK6	15:52244303-52358462
ENSG00000069966	GNB5	15:52413117-52483566
ENSG00000069974	RAB27A	15:55495164-55611311
ENSG00000069998	CECR5	22:17618401-17646177
ENSG00000070010	UFD1L	22:19437433-19466738
